Pavarde       Vardas       Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde1411   Vardas1411   8.52                8.20               kietiakas   
Pavarde1412   Vardas1412   6.96                6.80               kietiakas   
Pavarde1413   Vardas1413   6.88                7.20               kietiakas   
Pavarde1414   Vardas1414   6.48                7.20               kietiakas   
Pavarde1415   Vardas1415   6.68                6.20               kietiakas   
Pavarde1416   Vardas1416   2.56                2.80               vargsiukas  
Pavarde1417   Vardas1417   5.56                5.40               kietiakas   
Pavarde1418   Vardas1418   2.28                2.20               vargsiukas  
Pavarde1419   Vardas1419   9.12                9.20               kietiakas   
Pavarde142    Vardas142    7.28                7.60               kietiakas   
Pavarde1420   Vardas1420   6.04                6.20               kietiakas   
Pavarde1421   Vardas1421   4.40                4.40               vargsiukas  
Pavarde1422   Vardas1422   7.96                7.80               kietiakas   
Pavarde1423   Vardas1423   4.96                4.80               vargsiukas  
Pavarde1424   Vardas1424   5.76                5.60               kietiakas   
Pavarde1425   Vardas1425   5.08                4.60               kietiakas   
Pavarde1426   Vardas1426   3.60                4.00               vargsiukas  
Pavarde1427   Vardas1427   6.80                6.80               kietiakas   
Pavarde1428   Vardas1428   3.16                2.60               vargsiukas  
Pavarde1429   Vardas1429   7.28                7.60               kietiakas   
Pavarde143    Vardas143    7.92                8.00               kietiakas   
Pavarde1430   Vardas1430   7.92                7.60               kietiakas   
Pavarde1431   Vardas1431   7.36                7.60               kietiakas   
Pavarde1432   Vardas1432   6.52                6.60               kietiakas   
Pavarde1433   Vardas1433   8.12                7.40               kietiakas   
Pavarde1434   Vardas1434   3.48                3.00               vargsiukas  
Pavarde1435   Vardas1435   7.64                7.00               kietiakas   
Pavarde1436   Vardas1436   8.40                8.80               kietiakas   
Pavarde1437   Vardas1437   5.56                5.80               kietiakas   
Pavarde1438   Vardas1438   5.24                5.80               kietiakas   
Pavarde1439   Vardas1439   7.60                7.20               kietiakas   
Pavarde144    Vardas144    5.60                5.60               kietiakas   
Pavarde1440   Vardas1440   4.96                4.40               vargsiukas  
Pavarde1441   Vardas1441   6.80                6.80               kietiakas   
Pavarde1442   Vardas1442   5.68                6.00               kietiakas   
Pavarde1443   Vardas1443   5.24                5.00               kietiakas   
Pavarde1444   Vardas1444   5.20                5.20               kietiakas   
Pavarde1445   Vardas1445   3.44                2.40               vargsiukas  
Pavarde1446   Vardas1446   4.32                4.40               vargsiukas  
Pavarde1447   Vardas1447   8.56                8.80               kietiakas   
Pavarde1448   Vardas1448   3.68                4.40               vargsiukas  
Pavarde1449   Vardas1449   5.48                5.80               kietiakas   
Pavarde145    Vardas145    2.56                2.40               vargsiukas  
Pavarde1450   Vardas1450   3.84                4.00               vargsiukas  
Pavarde1451   Vardas1451   6.76                6.60               kietiakas   
Pavarde1452   Vardas1452   4.76                5.00               vargsiukas  
Pavarde1453   Vardas1453   4.24                4.40               vargsiukas  
Pavarde1454   Vardas1454   4.24                4.40               vargsiukas  
Pavarde1455   Vardas1455   7.92                8.40               kietiakas   
Pavarde1456   Vardas1456   8.28                8.60               kietiakas   
Pavarde1457   Vardas1457   4.60                4.60               vargsiukas  
Pavarde1458   Vardas1458   5.64                5.80               kietiakas   
Pavarde1459   Vardas1459   7.20                7.60               kietiakas   
Pavarde146    Vardas146    8.12                9.00               kietiakas   
Pavarde1460   Vardas1460   6.76                6.60               kietiakas   
Pavarde1461   Vardas1461   8.24                8.40               kietiakas   
Pavarde1462   Vardas1462   6.20                5.80               kietiakas   
Pavarde1463   Vardas1463   7.56                7.80               kietiakas   
Pavarde1464   Vardas1464   3.52                3.60               vargsiukas  
Pavarde1465   Vardas1465   8.40                8.80               kietiakas   
Pavarde1466   Vardas1466   7.56                7.00               kietiakas   
Pavarde1467   Vardas1467   4.96                4.40               vargsiukas  
Pavarde1468   Vardas1468   8.16                8.00               kietiakas   
Pavarde1469   Vardas1469   6.80                7.60               kietiakas   
Pavarde147    Vardas147    3.76                3.60               vargsiukas  
Pavarde1470   Vardas1470   7.32                6.60               kietiakas   
Pavarde1471   Vardas1471   2.52                2.60               vargsiukas  
Pavarde1472   Vardas1472   3.60                4.00               vargsiukas  
Pavarde1473   Vardas1473   7.76                8.00               kietiakas   
Pavarde1474   Vardas1474   3.80                3.40               vargsiukas  
Pavarde1475   Vardas1475   5.00                5.00               kietiakas   
Pavarde1476   Vardas1476   6.24                6.00               kietiakas   
Pavarde1477   Vardas1477   2.48                2.40               vargsiukas  
Pavarde1478   Vardas1478   7.12                7.20               kietiakas   
Pavarde1479   Vardas1479   3.68                3.20               vargsiukas  
Pavarde148    Vardas148    5.00                5.00               kietiakas   
Pavarde1480   Vardas1480   7.52                7.60               kietiakas   
Pavarde1481   Vardas1481   7.64                7.40               kietiakas   
Pavarde1482   Vardas1482   4.60                4.20               vargsiukas  
Pavarde1483   Vardas1483   7.84                7.20               kietiakas   
Pavarde1484   Vardas1484   3.88                3.40               vargsiukas  
Pavarde1485   Vardas1485   3.48                4.20               vargsiukas  
Pavarde1486   Vardas1486   6.00                6.40               kietiakas   
Pavarde1487   Vardas1487   3.36                3.20               vargsiukas  
Pavarde1488   Vardas1488   3.24                3.40               vargsiukas  
Pavarde1489   Vardas1489   5.24                5.00               kietiakas   
Pavarde149    Vardas149    3.32                3.40               vargsiukas  
Pavarde1490   Vardas1490   7.92                7.60               kietiakas   
Pavarde1491   Vardas1491   7.88                7.80               kietiakas   
Pavarde1492   Vardas1492   5.68                5.20               kietiakas   
Pavarde1493   Vardas1493   6.36                7.00               kietiakas   
Pavarde1494   Vardas1494   5.56                5.80               kietiakas   
Pavarde1495   Vardas1495   8.48                8.00               kietiakas   
Pavarde1496   Vardas1496   4.00                3.60               vargsiukas  
Pavarde1497   Vardas1497   7.80                7.80               kietiakas   
Pavarde1498   Vardas1498   8.04                8.20               kietiakas   
Pavarde1499   Vardas1499   8.40                8.40               kietiakas   
Pavarde15     Vardas15     8.32                8.80               kietiakas   
Pavarde150    Vardas150    4.20                4.20               vargsiukas  
Pavarde1500   Vardas1500   8.04                7.80               kietiakas   
Pavarde1501   Vardas1501   3.40                3.40               vargsiukas  
Pavarde1502   Vardas1502   6.48                6.00               kietiakas   
Pavarde1503   Vardas1503   5.40                5.80               kietiakas   
Pavarde1504   Vardas1504   7.88                7.40               kietiakas   
Pavarde1505   Vardas1505   7.28                7.20               kietiakas   
Pavarde1506   Vardas1506   8.16                7.20               kietiakas   
Pavarde1507   Vardas1507   7.16                7.40               kietiakas   
Pavarde1508   Vardas1508   6.56                6.40               kietiakas   
Pavarde1509   Vardas1509   7.24                7.40               kietiakas   
